sample,lbl
HG01805,1
HG01806,0
HG01807,0
HG01808,0
HG01809,1
HG01810,0
HG01811,0
HG01812,1
HG01813,1
HG01815,1
HG01816,0
HG01817,1
HG01840,1
HG01841,0
HG01842,1
HG01843,0
HG01844,0
HG01845,0
HG01846,0
HG01847,0
HG01848,1
HG01849,1
HG01850,1
HG01851,1
HG01852,0
HG01853,1
HG01855,1
HG01857,1
HG01858,0
HG01859,0
HG01860,1
HG01861,0
HG01862,0
HG01863,1
HG01864,1
HG01865,0
HG01866,0
HG01867,0
HG01868,0
HG01869,1
HG01870,0
HG01871,0
HG01872,1
HG01873,1
HG01874,0
HG01878,0
HG01879,0
HG01880,1
HG01882,1
HG01883,0
HG01885,1
HG01886,1
HG01889,1
HG01890,1
HG01892,1
HG01893,0
HG01894,1
HG01896,1
HG01912,1
HG01914,1
HG01915,0
HG01917,0
HG01918,1
HG01920,0
HG01921,0
HG01923,1
HG01924,0
HG01926,0
HG01927,1
HG01932,1
HG01933,0
HG01935,0
HG01936,1
HG01938,0
HG01939,1
HG01941,1
HG01942,0
HG01944,0
HG01945,1
HG01947,0
HG01948,1
HG01950,1
HG01951,1
HG01953,0
HG01954,0
HG01956,1
HG01958,1
HG01961,1
HG01965,0
HG01967,0
HG01968,1
HG01970,1
HG01971,0
HG01973,0
HG01974,0
HG01976,0
HG01977,1
HG01979,0
HG01980,0
HG01982,0
HG01985,1
HG01986,1
HG01988,1
HG01989,0
HG01990,0
HG01991,0
HG01992,1
HG01997,1
HG02002,1
HG02003,0
HG02006,0
HG02008,0
HG02009,0
HG02010,0
HG02012,0
HG02013,1
HG02014,0
HG02016,1
HG02017,0
HG02019,0
HG02020,0
HG02023,1
HG02025,0
HG02026,0
HG02028,0
HG02029,1
HG02031,0
HG02032,1
HG02035,0
HG02040,0
HG02047,0
HG02048,0
HG02049,0
HG02050,0
HG02051,0
HG02052,0
HG02053,0
HG02054,0
HG02057,1
HG02058,1
HG02060,0
HG02061,0
HG02064,1
HG02067,1
HG02069,1
HG02070,1
HG02072,0
HG02073,0
HG02075,0
HG02076,1
HG02078,1
HG02079,0
HG02081,0
HG02082,0
HG02084,1
HG02085,0
HG02086,1
HG02087,1
HG02088,1
HG02089,1
HG02090,1
HG02095,0
HG02102,0
HG02104,0
HG02105,0
HG02107,0
HG02108,0
HG02111,1
HG02113,0
HG02116,1
HG02121,0
HG02122,1
HG02127,0
HG02128,0
HG02130,0
HG02131,0
HG02133,0
HG02134,0
HG02136,0
HG02137,1
HG02138,0
HG02139,1
HG02140,0
HG02141,0
HG02142,0
HG02143,0
HG02144,0
HG02146,1
HG02147,1
HG02150,0
HG02151,1
HG02152,0
HG02153,0
HG02154,0
HG02155,0
HG02156,0
HG02164,0
HG02165,0
HG02166,0
HG02178,0
HG02179,0
HG02180,0
HG02181,0
HG02182,0
HG02184,0
HG02185,1
HG02186,0
HG02187,1
HG02188,1
HG02190,0
HG02215,0
HG02219,1
HG02220,0
HG02221,1
HG02223,1
HG02224,1
HG02230,1
HG02231,0
HG02232,1
HG02233,0
HG02235,0
HG02236,0
HG02238,1
HG02239,0
HG02250,1
HG02252,1
HG02253,0
HG02255,1
HG02256,0
HG02259,0
HG02260,0
HG02262,0
HG02265,0
HG02266,1
HG02271,0
HG02272,1
HG02274,1
HG02275,1
HG02277,1
HG02278,0
HG02281,1
HG02282,1
HG02283,0
HG02284,1
HG02285,1
HG02286,0
HG02291,0
HG02292,0
HG02298,1
HG02299,0
HG02301,1
HG02304,1
HG02307,1
HG02308,1
HG02309,1
HG02312,1
HG02314,0
HG02315,0
HG02317,0
HG02318,1
HG02322,0
HG02323,0
HG02325,0
HG02330,0
HG02332,0
HG02334,1
HG02337,0
HG02339,1
HG02343,1
HG02345,0
HG02348,0
HG02351,0
HG02353,1
HG02355,0
HG02356,1
HG02360,0
HG02364,0
HG02367,0
HG02371,0
HG02373,0
HG02374,1
HG02375,1
HG02379,0
HG02380,0
HG02382,1
HG02383,0
HG02384,0
HG02385,0
HG02386,0
HG02389,0
HG02390,0
HG02391,0
HG02392,0
HG02394,0
HG02395,0
HG02396,0
HG02397,1
HG02398,1
HG02399,1
HG02401,0
HG02402,1
HG02406,1
HG02407,0
HG02408,0
HG02409,1
HG02410,1
HG02419,1
HG02420,1
HG02425,1
HG02427,0
HG02429,0
HG02433,0
HG02439,1
HG02442,1
HG02445,1
HG02449,0
HG02450,0
HG02455,0
HG02461,0
HG02462,0
HG02464,1
HG02465,0
HG02470,0
HG02471,1
HG02476,0
HG02477,0
HG02479,1
HG02481,1
HG02484,1
HG02485,0
HG02489,1
HG02490,0
HG02491,0
HG02493,0
HG02494,1
HG02496,0
HG02497,0
HG02501,0
HG02502,1
HG02505,0
HG02508,1
HG02511,0
HG02512,0
HG02513,1
HG02521,0
HG02522,0
HG02536,1
HG02537,0
HG02541,1
HG02545,0
HG02546,0
HG02549,0
HG02554,0
HG02555,0
HG02557,0
HG02558,0
HG02561,0
HG02562,0
HG02568,0
HG02570,0
HG02571,0
HG02573,1
HG02574,0
HG02577,0
HG02580,0
HG02582,1
HG02583,0
HG02585,1
HG02586,0
HG02588,1
HG02589,0
HG02594,0
HG02595,0
HG02597,0
HG02600,0
HG02601,0
HG02603,1
HG02604,0
HG02610,0
HG02611,0
HG02613,0
HG02614,1
HG02620,0
HG02621,1
HG02623,1
HG02624,1
HG02628,1
HG02629,0
HG02634,0
HG02635,0
HG02642,1
HG02643,0
HG02645,1
HG02646,1
HG02648,0
HG02649,1
HG02651,0
HG02652,0
HG02654,0
HG02655,0
HG02657,0
HG02658,0
HG02660,0
HG02661,0
HG02666,0
HG02667,1
HG02675,1
HG02676,1
HG02678,1
HG02679,0
HG02681,1
HG02682,0
HG02684,0
HG02685,1
HG02687,0
HG02688,1
HG02690,1
HG02691,1
HG02694,0
HG02696,1
HG02697,1
HG02699,1
HG02700,0
HG02702,1
HG02703,1
HG02715,1
HG02716,0
HG02721,1
HG02722,0
HG02724,0
HG02725,1
HG02727,0
HG02728,0
HG02731,0
HG02733,1
HG02734,1
HG02736,1
HG02737,0
HG02756,1
HG02757,0
HG02759,0
HG02760,0
HG02763,0
HG02768,0
HG02769,1
HG02771,0
HG02772,1
HG02774,1
HG02775,0
HG02778,0
HG02780,0
HG02783,1
HG02784,0
HG02786,0
HG02787,0
HG02789,0
HG02790,0
HG02792,0
HG02793,0
HG02798,1
HG02799,0
HG02804,1
HG02805,0
HG02807,1
HG02808,0
HG02810,0
HG02811,0
HG02813,1
HG02814,0
HG02816,1
HG02817,0
HG02819,1
HG02820,1
HG02836,1
HG02837,0
HG02839,1
HG02840,1
HG02851,0
HG02852,0
HG02854,0
HG02855,0
HG02860,1
HG02861,1
HG02870,1
HG02878,0
HG02879,0
HG02881,1
HG02882,0
HG02884,0
HG02885,0
HG02887,1
HG02888,1
HG02890,0
HG02891,0
HG02895,0
HG02896,0
HG02922,1
HG02923,1
HG02938,0
HG02941,1
HG02943,0
HG02944,0
HG02946,0
HG02947,0
HG02952,1
HG02953,0
HG02968,0
HG02970,0
HG02971,0
HG02973,0
HG02974,1
HG02976,1
HG02977,0
HG02979,0
HG02981,1
HG02982,0
HG02983,0
HG03006,0
HG03007,1
HG03009,1
HG03012,0
HG03015,0
HG03016,1
HG03018,0
HG03019,0
HG03021,0
HG03022,0
HG03024,1
HG03025,0
HG03027,1
HG03028,1
HG03039,0
HG03040,0
HG03045,0
HG03046,1
HG03048,1
HG03049,0
HG03052,1
HG03054,0
HG03055,0
HG03057,1
HG03058,0
HG03060,0
HG03061,1
HG03063,1
HG03064,0
HG03066,0
HG03069,1
HG03072,1
HG03073,0
HG03074,0
HG03077,0
HG03078,0
HG03079,1
HG03081,0
HG03082,0
HG03084,0
HG03085,0
HG03086,1
HG03088,0
HG03091,1
HG03095,1
HG03096,0
HG03097,0
HG03099,0
HG03100,0
HG03103,1
HG03105,1
HG03108,0
HG03109,0
HG03111,1
HG03112,1
HG03114,0
HG03115,0
HG03117,1
HG03118,1
HG03120,0
HG03121,0
HG03123,1
HG03124,0
HG03126,1
HG03127,0
HG03129,0
HG03130,1
HG03132,0
HG03133,0
HG03135,1
HG03136,0
HG03139,0
HG03157,0
HG03159,1
HG03160,0
HG03162,0
HG03163,0
HG03166,0
HG03168,0
HG03169,0
HG03172,0
HG03175,0
HG03189,1
HG03190,0
HG03193,0
HG03195,0
HG03196,0
HG03198,1
HG03199,1
HG03202,0
HG03209,1
HG03212,0
HG03224,0
HG03225,0
HG03228,0
HG03229,0
HG03234,0
HG03235,1
HG03237,0
HG03238,0
HG03240,0
HG03241,0
HG03246,0
HG03247,0
HG03258,1
HG03259,0
HG03265,0
HG03267,0
HG03268,0
HG03270,0
HG03271,1
HG03279,0
HG03280,0
HG03291,0
HG03294,1
HG03295,0
HG03297,0
HG03298,1
HG03300,0
HG03301,0
HG03303,0
HG03304,1
HG03311,0
HG03313,0
HG03342,1
HG03343,1
HG03351,1
HG03352,0
HG03354,1
HG03363,1
HG03366,1
HG03367,0
HG03369,0
HG03370,1
HG03372,0
HG03376,0
HG03378,0
HG03380,0
HG03382,1
HG03385,1
HG03388,0
HG03391,0
HG03394,0
HG03397,0
HG03401,0
HG03410,1
HG03419,0
HG03428,0
HG03432,0
HG03433,0
HG03436,0
HG03437,0
HG03439,0
HG03442,1
HG03445,0
HG03446,1
HG03449,0
HG03451,1
HG03452,0
HG03455,0
HG03457,0
HG03458,0
HG03460,1
HG03461,0
HG03464,0
HG03469,0
HG03470,0
HG03472,0
HG03473,1
HG03476,1
HG03478,0
HG03479,0
HG03484,1
HG03485,0
HG03488,0
HG03490,1
HG03491,1
HG03499,1
HG03511,1
HG03514,0
HG03515,0
HG03517,0
HG03518,0
HG03520,0
HG03521,0
HG03538,1
HG03539,1
HG03547,0
HG03548,1
HG03556,0
HG03557,0
HG03558,0
HG03559,0
HG03563,0
HG03565,1
HG03567,1
HG03571,0
HG03572,0
HG03575,0
HG03577,1
HG03578,1
HG03583,0
HG03585,0
HG03589,1
HG03593,1
HG03594,0
HG03595,0
HG03598,0
HG03600,0
HG03603,0
HG03604,0
HG03607,0
HG03611,1
HG03615,0
HG03616,1
HG03619,0
HG03624,1
HG03625,0
HG03629,1
HG03631,0
HG03634,0
HG03636,1
HG03640,1
HG03642,0
HG03643,0
HG03644,0
HG03645,1
HG03646,0
HG03649,0
HG03652,0
HG03653,1
HG03660,0
HG03663,1
HG03667,0
HG03668,0
HG03672,0
HG03673,0
HG03679,0
HG03680,1
HG03681,0
HG03684,0
HG03685,1
HG03686,0
HG03687,1
HG03689,0
HG03690,0
HG03691,1
HG03692,0
HG03693,0
HG03694,1
HG03695,0
HG03696,1
HG03697,1
HG03698,0
HG03702,1
HG03703,0
HG03705,0
HG03706,0
HG03708,0
HG03709,1
HG03711,0
HG03713,0
HG03714,1
HG03716,0
HG03717,0
HG03718,0
HG03720,0
HG03722,1
HG03727,0
HG03729,1
HG03730,0
HG03731,0
HG03733,1
HG03736,1
HG03738,0
HG03740,0
HG03741,0
HG03742,0
HG03743,1
HG03744,1
HG03745,0
HG03746,0
HG03750,1
HG03752,1
HG03753,0
HG03754,0
HG03755,1
HG03756,1
HG03757,0
HG03760,1
HG03762,0
HG03765,1
HG03767,0
HG03770,0
HG03771,0
HG03772,1
HG03773,1
HG03774,1
HG03775,0
HG03777,0
HG03778,0
HG03779,0
HG03780,0
HG03781,1
HG03782,0
HG03784,0
HG03785,0
HG03786,1
HG03787,0
HG03788,1
HG03789,0
HG03790,0
HG03792,1
HG03793,1
HG03796,1
HG03800,0
HG03802,1
HG03803,0
HG03805,0
HG03808,1
HG03809,0
HG03812,1
HG03814,1
HG03815,0
HG03817,1
HG03821,0
HG03823,0
HG03824,0
HG03826,0
HG03829,1
HG03830,1
HG03832,0
HG03833,0
HG03836,0
HG03837,0
HG03838,1
HG03844,0
HG03846,1
HG03848,0
HG03849,0
HG03850,1
HG03851,1
HG03854,0
HG03856,1
HG03857,0
HG03858,1
HG03861,0
HG03862,0
HG03863,0
HG03864,1
HG03866,0
HG03867,0
HG03868,1
HG03869,0
HG03870,0
HG03871,1
HG03872,1
HG03873,0
HG03874,0
HG03875,1
HG03882,0
HG03884,1
HG03885,0
HG03886,0
HG03887,1
HG03888,1
HG03890,0
HG03894,0
HG03895,0
HG03896,0
HG03897,0
HG03898,0
HG03899,0
HG03900,0
HG03902,0
HG03905,1
HG03907,1
HG03908,0
HG03910,1
HG03911,1
HG03913,0
HG03914,1
HG03916,1
HG03917,0
HG03919,0
HG03920,0
HG03922,1
HG03925,0
HG03926,0
HG03928,1
HG03931,1
HG03934,0
HG03937,0
HG03940,0
HG03941,1
HG03943,0
HG03944,0
HG03945,1
HG03947,1
HG03949,1
HG03950,1
HG03951,0
HG03953,0
HG03955,0
HG03960,1
HG03963,0
HG03965,0
HG03967,1
HG03968,0
HG03969,0
HG03971,1
HG03973,1
HG03974,1
HG03976,1
HG03977,0
HG03978,1
HG03985,0
HG03986,0
HG03989,1
HG03990,0
HG03991,1
HG03995,1
HG03998,0
HG03999,1
HG04001,1
HG04002,0
HG04003,1
HG04006,0
HG04014,0
HG04015,1
HG04017,0
HG04018,0
HG04019,0
HG04020,0
HG04022,0
HG04023,0
HG04025,1
HG04026,0
HG04029,0
HG04033,1
HG04035,0
HG04038,0
HG04039,0
HG04042,0
HG04047,0
HG04054,1
HG04056,1
HG04059,0
HG04060,0
HG04061,0
HG04062,1
HG04063,0
HG04070,0
HG04075,0
HG04076,1
HG04080,0
HG04090,0
HG04093,0
HG04094,1
HG04096,1
HG04098,0
HG04099,0
HG04100,0
HG04106,0
HG04107,0
HG04118,1
HG04131,1
HG04134,0
HG04140,1
HG04141,1
HG04144,0
HG04146,0
HG04152,1
HG04153,0
HG04155,0
HG04156,0
HG04158,0
HG04159,0
HG04161,1
HG04162,1
HG04164,0
HG04171,1
HG04173,0
HG04176,1
HG04177,0
HG04180,1
HG04182,0
HG04183,0
HG04185,0
HG04186,0
HG04188,0
HG04189,0
HG04194,0
HG04195,1
HG04198,0
HG04200,0
HG04202,0
HG04206,0
HG04209,0
HG04210,0
HG04211,0
HG04212,0
HG04214,0
HG04216,0
HG04219,0
HG04222,0
HG04225,0
HG04227,1
HG04229,0
HG04235,0
HG04238,0
HG04239,1
NA06984,1
NA06985,0
NA06986,0
NA06989,1
NA06994,1
NA07000,1
NA07037,0
NA07048,1
NA07051,0
NA07056,0
NA07347,1
NA07357,0
NA10847,1
NA10851,0
NA11829,1
NA11830,0
NA11831,0
NA11832,1
NA11840,0
NA11843,0
NA11881,1
NA11892,1
NA11893,1
NA11894,0
NA11918,0
NA11919,0
NA11920,1
NA11930,0
NA11931,0
NA11932,1
NA11933,1
NA11992,0
NA11994,0
NA11995,1
NA12003,0
NA12004,0
NA12005,1
NA12006,0
NA12043,0
NA12044,0
NA12045,0
NA12046,1
NA12058,0
NA12144,0
NA12154,1
NA12155,1
NA12156,1
NA12234,1
NA12249,0
NA12272,1
NA12273,1
NA12275,0
NA12282,0
NA12283,1
NA12286,1
NA12287,1
NA12340,1
NA12341,1
NA12342,1
NA12347,0
NA12348,0
NA12383,0
NA12399,0
NA12400,1
NA12413,0
NA12414,0
NA12489,0
NA12546,0
NA12716,0
NA12717,1
NA12718,0
NA12748,0
NA12749,1
NA12750,1
NA12751,1
NA12760,1
NA12761,0
NA12762,0
NA12763,1
NA12775,1
NA12776,0
NA12777,1
NA12778,0
NA12812,0
NA12813,0
NA12814,0
NA12815,1
NA12827,0
NA12828,1
NA12829,1
NA12830,1
NA12842,0
NA12843,0
NA12872,1
NA12873,1
NA12874,0
NA12878,0
NA12889,1
NA12890,0
NA18486,1
NA18488,1
NA18489,0
NA18498,0
NA18499,0
NA18501,1
NA18502,1
NA18504,0
NA18505,0
NA18507,0
NA18508,1
NA18510,0
NA18511,0
NA18516,0
NA18517,1
NA18519,1
NA18520,0
NA18522,1
NA18523,0
NA18525,0
NA18526,1
NA18528,0
NA18530,1
NA18531,0
NA18532,0
NA18533,1
NA18534,0
NA18535,0
NA18536,0
NA18537,0
NA18538,1
NA18539,0
NA18541,0
NA18542,0
NA18543,0
NA18544,0
NA18545,1
NA18546,0
NA18547,1
NA18548,0
NA18549,1
NA18550,0
NA18552,0
NA18553,0
NA18555,1
NA18557,0
NA18558,0
NA18559,0
NA18560,1
NA18561,0
NA18562,1
NA18563,0
NA18564,1
NA18565,0
NA18566,0
NA18567,1
NA18570,1
NA18571,0
NA18572,0
NA18573,1
NA18574,1
NA18577,0
NA18579,0
NA18582,0
NA18591,0
NA18592,1
NA18593,1
NA18595,0
NA18596,0
NA18597,1
NA18599,0
NA18602,1
NA18603,0
NA18605,0
NA18606,0
NA18608,0
NA18609,0
NA18610,0
NA18611,0
NA18612,1
NA18613,1
NA18614,1
NA18615,0
NA18616,1
NA18617,0
NA18618,1
NA18619,1
NA18620,0
NA18621,0
NA18622,1
NA18623,0
NA18624,0
NA18625,0
NA18626,1
NA18627,0
NA18628,0
NA18629,1
NA18630,0
NA18631,0
NA18632,1
NA18633,0
NA18634,0
NA18635,0
NA18636,0
NA18637,1
NA18638,0
NA18639,0
NA18640,0
NA18641,0
NA18642,0
NA18643,0
NA18644,1
NA18645,1
NA18646,0
NA18647,1
NA18648,1
NA18740,1
NA18745,0
NA18747,1
NA18748,1
NA18749,1
NA18757,1
NA18853,1
NA18856,0
NA18858,0
NA18861,1
NA18864,0
NA18865,0
NA18867,1
NA18868,1
NA18870,1
NA18871,1
NA18873,1
NA18874,0
NA18876,1
NA18877,0
NA18878,1
NA18879,1
NA18881,0
NA18907,1
NA18908,0
NA18909,1
NA18910,0
NA18912,0
NA18915,1
NA18916,0
NA18917,1
NA18923,0
NA18924,0
NA18933,1
NA18934,0
NA18939,1
NA18940,1
NA18941,0
NA18942,1
NA18943,1
NA18944,0
NA18945,0
NA18946,0
NA18947,0
NA18948,1
NA18949,0
NA18950,1
NA18951,1
NA18952,0
NA18953,0
NA18954,1
NA18956,0
NA18957,1
NA18959,0
NA18960,1
NA18961,0
NA18962,0
NA18963,1
NA18964,0
NA18965,0
NA18966,1
NA18967,0
NA18968,1
NA18969,0
NA18970,1
NA18971,1
NA18972,0
NA18973,0
NA18974,0
NA18975,0
NA18976,0
NA18977,1
NA18978,1
NA18979,1
NA18980,1
NA18981,0
NA18982,1
NA18983,0
NA18984,0
NA18985,1
NA18986,0
NA18987,1
NA18988,0
NA18989,0
NA18990,1
NA18991,0
NA18992,0
NA18993,0
NA18994,1
NA18995,0
NA18997,1
NA18998,1
NA18999,1
NA19000,1
NA19001,0
NA19002,0
NA19003,0
NA19004,0
NA19005,0
NA19006,1
NA19007,0
NA19009,0
NA19010,1
NA19011,0
NA19012,1
NA19017,1
NA19019,1
NA19020,1
NA19023,0
NA19024,0
NA19025,1
NA19026,0
NA19027,0
NA19028,0
NA19030,0
NA19031,0
NA19035,0
NA19036,1
NA19037,0
NA19038,0
NA19041,0
NA19042,1
NA19043,1
NA19054,0
NA19055,1
NA19056,1
NA19057,0
