sample,lbl
HG00379,1
HG00380,1
HG00381,0
HG00382,0
HG00383,1
HG00384,1
HG00403,0
HG00404,0
HG00406,1
HG00407,1
HG00409,1
HG00410,1
HG00419,0
HG00421,0
HG00422,0
HG00428,0
HG00436,0
HG00437,1
HG00442,1
HG00443,1
HG00445,0
HG00446,1
HG00448,1
HG00449,0
HG00451,0
HG00452,1
HG00457,1
HG00458,0
HG00463,0
HG00464,1
HG00472,0
HG00473,1
HG00475,0
HG00476,0
HG00478,0
HG00479,1
HG00500,0
HG00513,0
HG00524,0
HG00525,1
HG00530,1
HG00531,1
HG00533,1
HG00534,0
HG00536,0
HG00537,0
HG00542,1
HG00543,0
HG00551,0
HG00553,1
HG00554,1
HG00556,1
HG00557,1
HG00559,0
HG00560,1
HG00565,0
HG00566,0
HG00580,0
HG00581,1
HG00583,1
HG00584,1
HG00589,0
HG00590,0
HG00592,0
HG00593,1
HG00595,1
HG00596,0
HG00598,0
HG00599,1
HG00607,0
HG00608,0
HG00610,0
HG00611,0
HG00613,1
HG00614,0
HG00619,1
HG00620,1
HG00622,1
HG00623,0
HG00625,0
HG00626,1
HG00628,1
HG00629,0
HG00631,0
HG00632,1
HG00634,0
HG00637,1
HG00638,0
HG00640,0
HG00641,0
HG00650,1
HG00651,1
HG00653,0
HG00654,1
HG00656,1
HG00657,0
HG00662,0
HG00663,0
HG00671,1
HG00672,1
HG00674,1
HG00675,1
HG00683,1
HG00684,1
HG00689,1
HG00690,0
HG00692,1
HG00693,1
HG00698,1
HG00699,0
HG00701,0
HG00704,1
HG00705,0
HG00707,1
HG00708,1
HG00717,0
HG00728,1
HG00729,1
HG00731,0
HG00732,0
HG00734,0
HG00736,0
HG00737,1
HG00739,1
HG00740,1
HG00742,0
HG00743,1
HG00759,0
HG00766,0
HG00844,0
HG00851,1
HG00864,0
HG00867,1
HG00879,1
HG00881,0
HG00956,1
HG00978,1
HG00982,0
HG01028,0
HG01029,1
HG01031,0
HG01046,0
HG01047,0
HG01048,0
HG01049,0
HG01051,1
HG01052,0
HG01054,1
HG01055,0
HG01058,1
HG01060,0
HG01061,1
HG01063,0
HG01064,1
HG01066,0
HG01067,1
HG01069,1
HG01070,0
HG01072,1
HG01073,0
HG01075,1
HG01077,1
HG01079,0
HG01080,0
HG01082,1
HG01083,0
HG01085,0
HG01086,0
HG01088,1
HG01089,1
HG01092,1
HG01094,1
HG01095,0
HG01097,0
HG01098,0
HG01101,0
HG01102,1
HG01104,0
HG01105,0
HG01107,1
HG01108,0
HG01110,0
HG01111,0
HG01112,1
HG01113,0
HG01119,1
HG01121,1
HG01122,0
HG01124,0
HG01125,1
HG01130,1
HG01131,1
HG01133,1
HG01134,1
HG01136,1
HG01137,1
HG01139,1
HG01140,1
HG01142,0
HG01148,0
HG01149,0
HG01161,1
HG01162,0
HG01164,0
HG01167,0
HG01168,0
HG01170,1
HG01171,1
HG01173,0
HG01174,0
HG01176,0
HG01177,0
HG01182,0
HG01183,0
HG01187,0
HG01188,1
HG01190,0
HG01191,0
HG01197,1
HG01198,1
HG01200,1
HG01204,0
HG01205,1
HG01241,0
HG01242,0
HG01247,1
HG01248,1
HG01250,1
HG01251,0
HG01253,0
HG01254,0
HG01256,0
HG01257,1
HG01259,1
HG01260,1
HG01269,1
HG01271,1
HG01272,1
HG01275,0
HG01277,1
HG01280,1
HG01281,0
HG01284,1
HG01286,1
HG01302,0
HG01303,0
HG01305,1
HG01308,0
HG01311,1
HG01312,1
HG01323,1
HG01325,0
HG01326,1
HG01334,0
HG01341,1
HG01342,1
HG01344,0
HG01345,0
HG01348,1
HG01350,0
HG01351,1
HG01353,1
HG01354,1
HG01356,1
HG01357,1
HG01359,1
HG01360,1
HG01362,0
HG01363,0
HG01365,1
HG01366,1
HG01369,1
HG01372,0
HG01374,0
HG01375,1
HG01377,1
HG01378,0
HG01383,0
HG01384,1
HG01389,0
HG01390,0
HG01392,0
HG01393,0
HG01395,1
HG01396,0
HG01398,1
HG01402,1
HG01403,1
HG01405,1
HG01412,1
HG01413,0
HG01414,1
HG01431,1
HG01432,1
HG01435,1
HG01437,0
HG01438,1
HG01440,0
HG01441,1
HG01443,1
HG01444,0
HG01447,1
HG01455,1
HG01456,0
HG01459,1
HG01461,0
HG01462,0
HG01464,1
HG01465,0
HG01468,1
HG01474,1
HG01479,0
HG01485,0
HG01486,1
HG01488,0
HG01489,0
HG01491,1
HG01492,0
HG01494,1
HG01495,0
HG01497,0
HG01498,0
HG01500,1
HG01501,0
HG01503,1
HG01504,1
HG01506,0
HG01507,0
HG01509,1
HG01510,0
HG01512,1
HG01513,0
HG01515,0
HG01516,1
HG01518,1
HG01519,0
HG01521,1
HG01522,0
HG01524,0
HG01525,0
HG01527,1
HG01528,0
HG01530,1
HG01531,0
HG01536,0
HG01537,1
HG01550,1
HG01551,0
HG01556,1
HG01565,0
HG01566,0
HG01571,1
HG01572,1
HG01577,1
HG01578,1
HG01583,0
HG01586,0
HG01589,0
HG01593,0
HG01595,0
HG01596,0
HG01597,0
HG01598,1
HG01599,1
HG01600,1
HG01602,0
HG01603,1
HG01605,1
HG01606,1
HG01607,0
HG01608,0
HG01610,0
HG01612,1
HG01613,0
HG01615,1
HG01617,0
HG01618,0
HG01619,0
HG01620,0
HG01623,1
HG01624,1
HG01625,1
HG01626,0
HG01628,0
HG01630,0
HG01631,0
HG01632,1
HG01668,0
HG01669,1
HG01670,0
HG01672,0
HG01673,0
HG01675,0
HG01676,0
HG01678,0
HG01679,1
HG01680,0
HG01682,0
HG01684,1
HG01685,0
HG01686,1
HG01694,1
HG01695,1
HG01697,0
HG01699,0
HG01700,0
HG01702,1
HG01704,0
HG01705,0
HG01707,1
HG01708,0
HG01709,0
HG01710,1
HG01746,0
HG01747,1
HG01756,0
HG01757,0
HG01761,0
HG01762,1
HG01765,1
HG01766,0
HG01767,0
HG01768,0
HG01770,0
HG01771,1
HG01773,0
HG01775,1
HG01776,1
HG01777,0
HG01779,1
HG01781,1
HG01783,0
HG01784,1
HG01785,1
HG01786,1
HG01789,1
HG01790,1
HG01791,0
HG01794,0
HG01795,1
HG01796,0
HG01797,1
HG01798,1
HG01799,1
HG01800,0
HG01801,1
HG01802,1
HG01804,1
HG01805,1
HG01806,0
HG01807,1
HG01808,0
HG01809,1
HG01810,0
HG01811,1
HG01812,1
HG01813,0
HG01815,0
HG01816,1
HG01817,1
HG01840,0
HG01841,0
HG01842,0
HG01843,1
HG01844,1
HG01845,0
HG01846,1
HG01847,1
HG01848,1
HG01849,1
HG01850,1
HG01851,0
HG01852,0
HG01853,1
HG01855,0
HG01857,1
HG01858,1
HG01859,1
HG01860,1
HG01861,1
HG01862,1
HG01863,0
HG01864,0
HG01865,0
HG01866,1
HG01867,0
HG01868,1
HG01869,0
HG01870,1
HG01871,1
HG01872,1
HG01873,1
HG01874,1
HG01878,1
HG01879,0
HG01880,0
HG01882,1
HG01883,1
HG01885,0
HG01886,1
HG01889,0
HG01890,0
HG01892,1
HG01893,1
HG01894,1
HG01896,0
HG01912,0
HG01914,1
HG01915,1
HG01917,0
HG01918,1
HG01920,1
HG01921,1
HG01923,1
HG01924,1
HG01926,1
HG01927,1
HG01932,1
HG01933,1
HG01935,0
HG01936,1
HG01938,1
HG01939,1
HG01941,0
HG01942,1
HG01944,1
HG01945,1
HG01947,0
HG01948,0
HG01950,1
HG01951,1
HG01953,1
HG01954,1
HG01956,0
HG01958,1
HG01961,0
HG01965,0
HG01967,0
HG01968,0
HG01970,1
HG01971,0
HG01973,1
HG01974,1
HG01976,1
HG01977,1
HG01979,0
HG01980,1
HG01982,1
HG01985,1
HG01986,0
HG01988,1
HG01989,0
HG01990,0
HG01991,1
HG01992,1
HG01997,1
HG02002,0
HG02003,1
HG02006,1
HG02008,1
HG02009,0
HG02010,0
HG02012,1
HG02013,0
HG02014,0
HG02016,1
HG02017,0
HG02019,0
HG02020,0
HG02023,1
HG02025,0
HG02026,1
HG02028,1
HG02029,1
HG02031,1
HG02032,0
HG02035,1
HG02040,0
HG02047,1
HG02048,0
HG02049,0
HG02050,0
HG02051,1
HG02052,0
HG02053,1
HG02054,0
HG02057,1
HG02058,1
HG02060,0
HG02061,1
HG02064,0
HG02067,1
HG02069,1
HG02070,1
HG02072,0
HG02073,0
HG02075,0
HG02076,1
HG02078,1
HG02079,1
HG02081,1
HG02082,1
HG02084,1
HG02085,0
HG02086,1
HG02087,0
HG02088,1
HG02089,0
HG02090,0
HG02095,1
HG02102,1
HG02104,1
HG02105,1
HG02107,0
HG02108,0
HG02111,1
HG02113,0
HG02116,0
HG02121,1
HG02122,0
HG02127,0
HG02128,1
HG02130,1
HG02131,1
HG02133,0
HG02134,0
HG02136,1
HG02137,0
HG02138,1
HG02139,1
HG02140,1
HG02141,1
HG02142,0
HG02143,1
HG02144,1
HG02146,1
HG02147,0
HG02150,1
HG02151,1
HG02152,1
HG02153,1
HG02154,0
HG02155,0
HG02156,1
HG02164,1
HG02165,1
HG02166,1
HG02178,0
HG02179,0
HG02180,1
HG02181,0
HG02182,1
HG02184,1
HG02185,0
HG02186,0
HG02187,0
HG02188,0
HG02190,1
HG02215,0
HG02219,1
HG02220,0
HG02221,1
HG02223,0
HG02224,1
HG02230,1
HG02231,0
HG02232,0
HG02233,0
HG02235,0
HG02236,0
HG02238,0
HG02239,0
HG02250,1
HG02252,1
HG02253,1
HG02255,0
HG02256,0
HG02259,0
HG02260,1
HG02262,0
HG02265,0
HG02266,1
HG02271,1
HG02272,1
HG02274,0
HG02275,1
HG02277,0
HG02278,1
HG02281,1
HG02282,0
HG02283,1
HG02284,1
HG02285,1
HG02286,1
HG02291,0
HG02292,0
HG02298,1
HG02299,1
HG02301,1
HG02304,1
HG02307,0
HG02308,1
HG02309,1
HG02312,1
HG02314,0
HG02315,0
HG02317,0
HG02318,0
HG02322,0
HG02323,0
HG02325,0
HG02330,0
HG02332,0
HG02334,0
HG02337,1
HG02339,1
HG02343,0
HG02345,0
HG02348,1
HG02351,1
HG02353,1
HG02355,1
HG02356,1
HG02360,1
HG02364,0
HG02367,0
HG02371,1
HG02373,1
HG02374,0
HG02375,0
HG02379,0
HG02380,0
HG02382,0
HG02383,0
HG02384,1
HG02385,0
HG02386,1
HG02389,1
HG02390,0
HG02391,0
HG02392,0
HG02394,1
HG02395,0
HG02396,0
HG02397,1
HG02398,1
HG02399,1
HG02401,0
HG02402,1
HG02406,1
HG02407,0
HG02408,1
HG02409,1
HG02410,0
HG02419,0
HG02420,1
HG02425,1
HG02427,0
HG02429,0
HG02433,1
HG02439,0
HG02442,1
HG02445,0
HG02449,1
HG02450,0
HG02455,0
HG02461,1
HG02462,1
HG02464,0
HG02465,1
HG02470,0
HG02471,0
HG02476,0
HG02477,0
HG02479,1
HG02481,0
HG02484,1
HG02485,1
HG02489,0
HG02490,0
HG02491,0
HG02493,1
HG02494,1
HG02496,1
HG02497,1
HG02501,0
HG02502,1
HG02505,1
HG02508,1
HG02511,1
HG02512,0
HG02513,0
HG02521,0
HG02522,1
HG02536,1
HG02537,1
HG02541,1
HG02545,1
HG02546,0
HG02549,1
HG02554,0
HG02555,0
HG02557,1
HG02558,1
HG02561,1
HG02562,0
HG02568,1
HG02570,0
HG02571,1
HG02573,0
HG02574,1
HG02577,0
HG02580,1
HG02582,0
HG02583,0
HG02585,0
HG02586,1
HG02588,1
HG02589,0
HG02594,0
HG02595,0
HG02597,0
HG02600,1
HG02601,0
HG02603,0
HG02604,1
HG02610,0
HG02611,1
HG02613,1
HG02614,0
HG02620,1
HG02621,1
HG02623,1
HG02624,1
HG02628,0
HG02629,0
HG02634,1
HG02635,1
HG02642,1
HG02643,0
HG02645,1
HG02646,0
HG02648,1
HG02649,1
HG02651,0
HG02652,1
HG02654,0
HG02655,1
HG02657,0
HG02658,1
HG02660,0
HG02661,0
HG02666,1
HG02667,1
HG02675,0
HG02676,0
HG02678,0
HG02679,0
HG02681,1
HG02682,1
HG02684,1
HG02685,0
HG02687,0
HG02688,0
HG02690,1
HG02691,0
HG02694,1
HG02696,1
HG02697,0
HG02699,0
HG02700,1
HG02702,1
HG02703,0
HG02715,0
HG02716,1
HG02721,0
HG02722,1
HG02724,0
HG02725,1
HG02727,1
HG02728,1
HG02731,0
HG02733,0
HG02734,1
HG02736,1
HG02737,0
HG02756,0
HG02757,0
HG02759,0
HG02760,0
HG02763,1
HG02768,1
HG02769,0
HG02771,0
HG02772,0
HG02774,0
HG02775,1
HG02778,0
HG02780,1
HG02783,0
HG02784,1
HG02786,1
HG02787,0
HG02789,0
HG02790,1
HG02792,0
HG02793,0
HG02798,0
HG02799,0
HG02804,1
HG02805,1
HG02807,1
HG02808,0
HG02810,1
HG02811,1
HG02813,1
HG02814,1
HG02816,0
HG02817,0
HG02819,1
HG02820,0
HG02836,1
HG02837,0
HG02839,0
HG02840,1
HG02851,1
HG02852,1
HG02854,0
HG02855,1
HG02860,0
HG02861,0
HG02870,0
HG02878,1
HG02879,0
HG02881,0
HG02882,0
HG02884,0
HG02885,1
HG02887,1
HG02888,0
HG02890,0
HG02891,1
HG02895,1
HG02896,0
HG02922,1
HG02923,1
HG02938,1
HG02941,1
HG02943,0
HG02944,1
HG02946,0
HG02947,1
HG02952,1
HG02953,0
HG02968,1
HG02970,1
HG02971,1
HG02973,0
HG02974,1
HG02976,1
HG02977,0
HG02979,0
HG02981,1
HG02982,0
HG02983,1
HG03006,0
HG03007,0
HG03009,0
HG03012,1
HG03015,1
HG03016,0
HG03018,1
HG03019,1
HG03021,1
HG03022,1
HG03024,1
HG03025,1
HG03027,0
HG03028,0
HG03039,1
HG03040,0
HG03045,0
HG03046,0
HG03048,0
HG03049,1
HG03052,0
HG03054,1
HG03055,0
HG03057,1
HG03058,1
HG03060,1
HG03061,0
HG03063,0
HG03064,1
HG03066,0
HG03069,0
HG03072,1
HG03073,0
HG03074,0
HG03077,1
HG03078,0
HG03079,1
HG03081,0
HG03082,0
HG03084,1
HG03085,1
HG03086,1
HG03088,1
HG03091,1
HG03095,0
HG03096,0
HG03097,1
HG03099,1
HG03100,0
HG03103,0
HG03105,0
HG03108,1
HG03109,1
HG03111,1
HG03112,1
HG03114,0
HG03115,0
HG03117,0
HG03118,1
HG03120,1
HG03121,0
HG03123,0
HG03124,1
HG03126,0
HG03127,1
HG03129,0
HG03130,0
HG03132,0
HG03133,0
HG03135,0
HG03136,0
HG03139,0
HG03157,0
HG03159,0
HG03160,1
HG03162,1
HG03163,1
HG03166,0
HG03168,1
HG03169,0
HG03172,0
HG03175,0
HG03189,1
HG03190,0
HG03193,0
HG03195,1
HG03196,0
HG03198,1
HG03199,0
HG03202,1
HG03209,0
HG03212,1
HG03224,1
HG03225,1
HG03228,0
HG03229,0
HG03234,0
HG03235,1
HG03237,1
HG03238,1
HG03240,0
HG03241,1
HG03246,1
HG03247,0
HG03258,1
HG03259,0
HG03265,1
HG03267,0
HG03268,0
HG03270,0
HG03271,0
HG03279,1
HG03280,1
HG03291,0
HG03294,0
HG03295,0
HG03297,0
HG03298,1
HG03300,0
HG03301,1
HG03303,1
HG03304,1
HG03311,1
HG03313,1
HG03342,0
HG03343,1
HG03351,1
HG03352,0
HG03354,0
HG03363,0
HG03366,1
HG03367,1
HG03369,0
HG03370,1
HG03372,1
HG03376,0
HG03378,0
HG03380,0
HG03382,0
HG03385,1
HG03388,0
HG03391,0
HG03394,0
HG03397,1
HG03401,0
HG03410,1
HG03419,0
HG03428,0
HG03432,0
HG03433,0
HG03436,1
HG03437,0
HG03439,1
HG03442,0
HG03445,0
HG03446,0
HG03449,1
HG03451,0
HG03452,0
HG03455,0
HG03457,1
HG03458,1
HG03460,1
HG03461,0
HG03464,0
HG03469,1
HG03470,1
HG03472,1
HG03473,0
HG03476,0
HG03478,0
HG03479,1
HG03484,1
HG03485,1
HG03488,0
HG03490,1
HG03491,0
HG03499,1
HG03511,1
HG03514,1
HG03515,0
HG03517,0
HG03518,0
HG03520,1
HG03521,1
HG03538,1
HG03539,1
HG03547,0
HG03548,0
HG03556,1
HG03557,1
HG03558,0
HG03559,0
HG03563,1
HG03565,0
HG03567,0
HG03571,1
HG03572,1
HG03575,1
HG03577,0
HG03578,0
HG03583,1
HG03585,1
HG03589,1
HG03593,0
HG03594,1
HG03595,1
HG03598,1
HG03600,1
HG03603,0
HG03604,0
HG03607,1
HG03611,0
HG03615,1
HG03616,1
HG03619,1
HG03624,0
HG03625,0
HG03629,0
HG03631,1
HG03634,1
HG03636,0
HG03640,0
HG03642,1
HG03643,1
HG03644,0
HG03645,1
HG03646,0
HG03649,0
HG03652,0
HG03653,0
HG03660,1
HG03663,1
HG03667,1
HG03668,1
HG03672,0
HG03673,1
HG03679,1
HG03680,0
HG03681,0
HG03684,0
HG03685,0
HG03686,1
HG03687,0
HG03689,0
HG03690,0
HG03691,0
HG03692,1
HG03693,1
HG03694,0
HG03695,0
HG03696,1
HG03697,1
HG03698,0
HG03702,1
HG03703,0
HG03705,1
HG03706,1
HG03708,1
HG03709,0
HG03711,1
HG03713,1
HG03714,1
HG03716,0
HG03717,0
HG03718,0
HG03720,1
HG03722,0
HG03727,0
HG03729,1
HG03730,0
HG03731,0
HG03733,0
HG03736,0
HG03738,0
HG03740,1
HG03741,1
HG03742,0
HG03743,1
HG03744,0
HG03745,1
HG03746,0
HG03750,0
HG03752,0
HG03753,0
HG03754,0
HG03755,1
HG03756,1
HG03757,1
HG03760,1
HG03762,0
HG03765,0
HG03767,1
HG03770,0
HG03771,0
HG03772,0
HG03773,1
HG03774,0
HG03775,0
HG03777,0
HG03778,1
HG03779,1
HG03780,0
HG03781,0
HG03782,0
HG03784,1
HG03785,1
HG03786,1
HG03787,0
HG03788,1
HG03789,1
HG03790,1
HG03792,0
HG03793,1
HG03796,0
HG03800,0
HG03802,1
HG03803,1
HG03805,1
HG03808,0
HG03809,1
HG03812,0
HG03814,0
HG03815,0
HG03817,1
HG03821,0
HG03823,1
HG03824,0
HG03826,0
HG03829,1
HG03830,1
HG03832,0
HG03833,0
HG03836,0
HG03837,0
HG03838,0
HG03844,1
HG03846,1
HG03848,1
HG03849,0
HG03850,1
HG03851,0
HG03854,1
HG03856,1
HG03857,0
HG03858,1
HG03861,1
HG03862,1
HG03863,0
HG03864,0
HG03866,0
HG03867,1
HG03868,1
HG03869,1
HG03870,0
HG03871,0
HG03872,1
HG03873,1
HG03874,0
HG03875,1
HG03882,1
HG03884,1
HG03885,0
HG03886,0
HG03887,1
HG03888,1
HG03890,0
HG03894,0
HG03895,1
HG03896,1
HG03897,0
HG03898,0
HG03899,0
HG03900,1
HG03902,0
HG03905,1
HG03907,0
HG03908,0
HG03910,0
HG03911,1
HG03913,0
HG03914,1
HG03916,1
HG03917,0
HG03919,0
HG03920,0
HG03922,0
HG03925,1
HG03926,0
HG03928,0
HG03931,1
HG03934,1
HG03937,0
HG03940,1
HG03941,1
HG03943,0
HG03944,1
HG03945,0
HG03947,0
HG03949,1
HG03950,0
HG03951,0
HG03953,0
HG03955,1
HG03960,0
HG03963,0
HG03965,0
HG03967,1
HG03968,0
HG03969,1
HG03971,1
HG03973,0
HG03974,1
HG03976,1
HG03977,1
HG03978,1
HG03985,1
HG03986,0
HG03989,1
HG03990,1
HG03991,0
HG03995,1
HG03998,1
HG03999,0
HG04001,1
HG04002,0
HG04003,0
HG04006,1
HG04014,0
HG04015,0
HG04017,1
HG04018,0
HG04019,1
HG04020,0
HG04022,0
HG04023,0
HG04025,1
HG04026,1
HG04029,0
HG04033,0
HG04035,0
HG04038,1
HG04039,1
HG04042,1
HG04047,1
HG04054,0
HG04056,1
HG04059,0
HG04060,1
HG04061,0
HG04062,0
HG04063,0
HG04070,1
HG04075,1
HG04076,0
HG04080,1
HG04090,0
HG04093,1
HG04094,0
HG04096,1
HG04098,0
HG04099,1
HG04100,1
HG04106,1
HG04107,1
HG04118,0
HG04131,1
HG04134,1
HG04140,0
HG04141,0
HG04144,0
HG04146,1
HG04152,1
HG04153,1
HG04155,1
HG04156,0
HG04158,0
HG04159,1
HG04161,0
HG04162,1
HG04164,1
HG04171,0
HG04173,0
HG04176,1
HG04177,0
HG04180,0
HG04182,1
HG04183,0
HG04185,0
HG04186,1
HG04188,1
HG04189,1
HG04194,0
HG04195,0
HG04198,1
HG04200,0
HG04202,0
HG04206,1
HG04209,0
HG04210,1
HG04211,1
HG04212,0
HG04214,1
HG04216,1
HG04219,0
HG04222,1
HG04225,0
HG04227,0
HG04229,0
HG04235,1
HG04238,1
HG04239,1
NA06984,1
NA06985,1
NA06986,0
NA06989,1
NA06994,0
NA07000,0
NA07037,1
NA07048,1
NA07051,1
NA07056,1
NA07347,1
NA07357,0
NA10847,0
NA10851,1
NA11829,1
NA11830,0
NA11831,1
NA11832,1
NA11840,0
NA11843,0
NA11881,0
NA11892,1
NA11893,1
NA11894,0
NA11918,1
NA11919,1
NA11920,0
NA11930,0
NA11931,0
NA11932,0
NA11933,0
NA11992,0
NA11994,0
NA11995,1
NA12003,1
NA12004,0
NA12005,0
NA12006,0
NA12043,0
NA12044,1
NA12045,0
NA12046,0
NA12058,0
NA12144,0
NA12154,1
NA12155,0
NA12156,0
NA12234,1
NA12249,1
NA12272,0
NA12273,1
NA12275,1
NA12282,1
NA12283,0
NA12286,1
NA12287,1
NA12340,0
NA12341,0
NA12342,0
NA12347,0
NA12348,1
NA12383,0
NA12399,1
NA12400,1
NA12413,0
NA12414,0
NA12489,1
NA12546,0
NA12716,1
NA12717,0
NA12718,1
NA12748,0
NA12749,0
NA12750,1
NA12751,1
NA12760,0
NA12761,0
NA12762,1
NA12763,0
NA12775,0
NA12776,1
NA12777,0
NA12778,0
NA12812,0
NA12813,0
NA12814,1
NA12815,0
NA12827,1
NA12828,0
NA12829,1
NA12830,1
NA12842,0
NA12843,0
NA12872,1
NA12873,0
NA12874,0
NA12878,1
NA12889,1
NA12890,1
NA18486,0
NA18488,0
NA18489,1
NA18498,0
NA18499,0
NA18501,1
NA18502,1
NA18504,0
NA18505,1
NA18507,1
NA18508,1
NA18510,0
NA18511,1
NA18516,1
NA18517,1
NA18519,1
NA18520,1
NA18522,0
NA18523,1
NA18525,1
NA18526,0
NA18528,1
NA18530,1
NA18531,1
NA18532,1
NA18533,0
NA18534,1
NA18535,0
NA18536,1
NA18537,0
NA18538,1
NA18539,1
NA18541,0
NA18542,0
NA18543,1
NA18544,1
NA18545,1
NA18546,1
NA18547,1
NA18548,0
NA18549,0
NA18550,0
NA18552,0
NA18553,0
NA18555,1
NA18557,0
NA18558,0
NA18559,1
NA18560,0
NA18561,0
NA18562,1
NA18563,1
NA18564,1
NA18565,1
NA18566,1
NA18567,0
NA18570,1
NA18571,0
NA18572,0
NA18573,0
NA18574,1
NA18577,1
NA18579,0
NA18582,0
NA18591,1
NA18592,1
NA18593,1
NA18595,1
NA18596,1
NA18597,1
NA18599,1
NA18602,1
NA18603,1
NA18605,0
NA18606,1
NA18608,0
NA18609,1
NA18610,0
NA18611,1
NA18612,1
NA18613,1
NA18614,0
NA18615,1
NA18616,1
NA18617,1
NA18618,1
NA18619,0
NA18620,1
NA18621,1
NA18622,1
NA18623,0
NA18624,0
NA18625,1
NA18626,1
NA18627,0
NA18628,1
NA18629,1
NA18630,1
NA18631,0
NA18632,0
NA18633,0
NA18634,1
NA18635,0
NA18636,0
NA18637,0
NA18638,1
NA18639,1
NA18640,0
NA18641,1
NA18642,0
NA18643,1
NA18644,0
NA18645,0
NA18646,0
NA18647,1
NA18648,1
NA18740,1
NA18745,0
NA18747,1
NA18748,1
NA18749,1
NA18757,0
NA18853,1
NA18856,0
NA18858,0
NA18861,1
NA18864,1
NA18865,0
NA18867,1
NA18868,0
NA18870,0
NA18871,1
NA18873,0
NA18874,1
NA18876,0
NA18877,0
NA18878,1
NA18879,0
NA18881,1
NA18907,0
NA18908,0
NA18909,0
NA18910,0
NA18912,0
NA18915,0
NA18916,0
NA18917,0
NA18923,1
NA18924,1
NA18933,1
NA18934,0
NA18939,1
NA18940,0
NA18941,1
NA18942,0
NA18943,0
NA18944,1
NA18945,1
NA18946,0
NA18947,1
NA18948,0
NA18949,1
NA18950,0
NA18951,0
NA18952,0
NA18953,0
NA18954,1
NA18956,1
NA18957,1
NA18959,0
NA18960,1
NA18961,0
NA18962,1
NA18963,0
NA18964,1
NA18965,1
NA18966,1
NA18967,1
NA18968,1
NA18969,0
NA18970,1
NA18971,1
NA18972,1
NA18973,0
NA18974,1
NA18975,1
NA18976,1
NA18977,0
NA18978,0
NA18979,0
NA18980,0
NA18981,0
NA18982,0
NA18983,0
NA18984,0
NA18985,1
NA18986,1
NA18987,0
NA18988,1
NA18989,1
NA18990,0
NA18991,0
NA18992,1
NA18993,1
NA18994,1
NA18995,1
NA18997,1
NA18998,0
NA18999,1
NA19000,1
NA19001,1
NA19002,1
NA19003,1
NA19004,1
NA19005,1
NA19006,0
NA19007,0
NA19009,1
NA19010,0
NA19011,1
NA19012,0
NA19017,1
NA19019,0
NA19020,1
NA19023,1
NA19024,1
NA19025,1
NA19026,1
NA19027,1
NA19028,0
NA19030,0
NA19031,1
NA19035,1
NA19036,1
NA19037,0
NA19038,1
NA19041,1
NA19042,0
NA19043,0
NA19054,1
NA19055,0
NA19056,0
NA19057,0
