sample,lbl
HG01805,1
HG01806,0
HG01807,1
HG01808,1
HG01809,1
HG01810,1
HG01811,0
HG01812,1
HG01813,0
HG01815,1
HG01816,0
HG01817,1
HG01840,0
HG01841,1
HG01842,0
HG01843,1
HG01844,1
HG01845,0
HG01846,0
HG01847,0
HG01848,1
HG01849,0
HG01850,0
HG01851,0
HG01852,1
HG01853,0
HG01855,0
HG01857,1
HG01858,0
HG01859,0
HG01860,0
HG01861,1
HG01862,1
HG01863,0
HG01864,0
HG01865,1
HG01866,1
HG01867,0
HG01868,1
HG01869,0
HG01870,0
HG01871,1
HG01872,0
HG01873,0
HG01874,1
HG01878,1
HG01879,1
HG01880,0
HG01882,1
HG01883,0
HG01885,0
HG01886,0
HG01889,0
HG01890,1
HG01892,1
HG01893,0
HG01894,1
HG01896,1
HG01912,0
HG01914,1
HG01915,1
HG01917,1
HG01918,0
HG01920,0
HG01921,0
HG01923,0
HG01924,0
HG01926,0
HG01927,1
HG01932,0
HG01933,1
HG01935,0
HG01936,0
HG01938,0
HG01939,1
HG01941,1
HG01942,0
HG01944,0
HG01945,0
HG01947,0
HG01948,0
HG01950,1
HG01951,1
HG01953,1
HG01954,1
HG01956,1
HG01958,0
HG01961,0
HG01965,1
HG01967,1
HG01968,0
HG01970,1
HG01971,1
HG01973,1
HG01974,1
HG01976,0
HG01977,1
HG01979,1
HG01980,0
HG01982,1
HG01985,1
HG01986,1
HG01988,0
HG01989,1
HG01990,0
HG01991,0
HG01992,0
HG01997,0
HG02002,1
HG02003,0
HG02006,0
HG02008,0
HG02009,0
HG02010,0
HG02012,1
HG02013,0
HG02014,1
HG02016,0
HG02017,0
HG02019,0
HG02020,0
HG02023,1
HG02025,1
HG02026,1
HG02028,0
HG02029,1
HG02031,0
HG02032,1
HG02035,0
HG02040,0
HG02047,1
HG02048,1
HG02049,0
HG02050,1
HG02051,0
HG02052,0
HG02053,1
HG02054,0
HG02057,1
HG02058,0
HG02060,0
HG02061,0
HG02064,1
HG02067,1
HG02069,0
HG02070,0
HG02072,1
HG02073,0
HG02075,1
HG02076,1
HG02078,1
HG02079,0
HG02081,0
HG02082,0
HG02084,1
HG02085,1
HG02086,1
HG02087,1
HG02088,1
HG02089,1
HG02090,1
HG02095,1
HG02102,1
HG02104,0
HG02105,0
HG02107,1
HG02108,0
HG02111,0
HG02113,0
HG02116,1
HG02121,0
HG02122,1
HG02127,0
HG02128,0
HG02130,1
HG02131,0
HG02133,0
HG02134,0
HG02136,0
HG02137,1
HG02138,0
HG02139,0
HG02140,0
HG02141,0
HG02142,1
HG02143,1
HG02144,0
HG02146,1
HG02147,1
HG02150,1
HG02151,0
HG02152,1
HG02153,1
HG02154,1
HG02155,0
HG02156,1
HG02164,1
HG02165,0
HG02166,1
HG02178,0
HG02179,0
HG02180,0
HG02181,0
HG02182,1
HG02184,1
HG02185,0
HG02186,1
HG02187,0
HG02188,0
HG02190,0
HG02215,0
HG02219,1
HG02220,1
HG02221,0
HG02223,1
HG02224,0
HG02230,1
HG02231,1
HG02232,1
HG02233,1
HG02235,1
HG02236,1
HG02238,0
HG02239,0
HG02250,1
HG02252,0
HG02253,0
HG02255,0
HG02256,1
HG02259,1
HG02260,0
HG02262,1
HG02265,1
HG02266,1
HG02271,1
HG02272,1
HG02274,1
HG02275,0
HG02277,0
HG02278,1
HG02281,0
HG02282,0
HG02283,0
HG02284,0
HG02285,1
HG02286,0
HG02291,1
HG02292,1
HG02298,0
HG02299,1
HG02301,1
HG02304,0
HG02307,1
HG02308,0
HG02309,1
HG02312,0
HG02314,1
HG02315,1
HG02317,1
HG02318,0
HG02322,1
HG02323,0
HG02325,1
HG02330,1
HG02332,1
HG02334,1
HG02337,0
HG02339,1
HG02343,1
HG02345,0
HG02348,1
HG02351,0
HG02353,1
HG02355,1
HG02356,1
HG02360,0
HG02364,1
HG02367,1
HG02371,1
HG02373,0
HG02374,0
HG02375,1
HG02379,1
HG02380,0
HG02382,1
HG02383,0
HG02384,1
HG02385,0
HG02386,0
HG02389,0
HG02390,1
HG02391,0
HG02392,0
HG02394,0
HG02395,0
HG02396,0
HG02397,0
HG02398,1
HG02399,0
HG02401,0
HG02402,0
HG02406,0
HG02407,1
HG02408,1
HG02409,0
HG02410,0
HG02419,0
HG02420,0
HG02425,1
HG02427,1
HG02429,1
HG02433,0
HG02439,0
HG02442,1
HG02445,1
HG02449,1
HG02450,1
HG02455,1
HG02461,1
HG02462,1
HG02464,1
HG02465,0
HG02470,1
HG02471,1
HG02476,0
HG02477,0
HG02479,0
HG02481,1
HG02484,0
HG02485,0
HG02489,0
HG02490,1
HG02491,1
HG02493,1
HG02494,0
HG02496,0
HG02497,1
HG02501,1
HG02502,1
HG02505,1
HG02508,1
HG02511,1
HG02512,0
HG02513,1
HG02521,0
HG02522,0
HG02536,0
HG02537,1
HG02541,1
HG02545,0
HG02546,0
HG02549,1
HG02554,0
HG02555,0
HG02557,1
HG02558,0
HG02561,0
HG02562,0
HG02568,0
HG02570,0
HG02571,0
HG02573,0
HG02574,0
HG02577,1
HG02580,1
HG02582,0
HG02583,0
HG02585,0
HG02586,1
HG02588,1
HG02589,1
HG02594,0
HG02595,0
HG02597,0
HG02600,1
HG02601,0
HG02603,0
HG02604,1
HG02610,1
HG02611,1
HG02613,1
HG02614,0
HG02620,1
HG02621,1
HG02623,1
HG02624,0
HG02628,1
HG02629,1
HG02634,0
HG02635,1
HG02642,1
HG02643,0
HG02645,1
HG02646,0
HG02648,0
HG02649,0
HG02651,1
HG02652,0
HG02654,0
HG02655,1
HG02657,1
HG02658,0
HG02660,1
HG02661,0
HG02666,1
HG02667,0
HG02675,1
HG02676,0
HG02678,0
HG02679,0
HG02681,1
HG02682,0
HG02684,0
HG02685,0
HG02687,0
HG02688,0
HG02690,0
HG02691,0
HG02694,0
HG02696,1
HG02697,0
HG02699,0
HG02700,1
HG02702,1
HG02703,0
HG02715,0
HG02716,0
HG02721,1
HG02722,1
HG02724,0
HG02725,0
HG02727,0
HG02728,1
HG02731,0
HG02733,1
HG02734,0
HG02736,1
HG02737,1
HG02756,0
HG02757,1
HG02759,0
HG02760,1
HG02763,1
HG02768,0
HG02769,1
HG02771,0
HG02772,0
HG02774,0
HG02775,0
HG02778,1
HG02780,1
HG02783,0
HG02784,0
HG02786,0
HG02787,1
HG02789,1
HG02790,1
HG02792,0
HG02793,0
HG02798,1
HG02799,0
HG02804,1
HG02805,1
HG02807,1
HG02808,1
HG02810,0
HG02811,1
HG02813,0
HG02814,0
HG02816,0
HG02817,1
HG02819,0
HG02820,1
HG02836,0
HG02837,1
HG02839,0
HG02840,1
HG02851,1
HG02852,1
HG02854,1
HG02855,0
HG02860,1
HG02861,1
HG02870,1
HG02878,1
HG02879,1
HG02881,0
HG02882,1
HG02884,1
HG02885,1
HG02887,0
HG02888,1
HG02890,0
HG02891,1
HG02895,0
HG02896,0
HG02922,0
HG02923,1
HG02938,1
HG02941,1
HG02943,0
HG02944,1
HG02946,1
HG02947,1
HG02952,0
HG02953,0
HG02968,1
HG02970,0
HG02971,0
HG02973,1
HG02974,0
HG02976,0
HG02977,1
HG02979,1
HG02981,0
HG02982,1
HG02983,0
HG03006,1
HG03007,1
HG03009,1
HG03012,0
HG03015,0
HG03016,0
HG03018,1
HG03019,1
HG03021,1
HG03022,1
HG03024,0
HG03025,0
HG03027,0
HG03028,0
HG03039,1
HG03040,1
HG03045,0
HG03046,1
HG03048,1
HG03049,0
HG03052,1
HG03054,1
HG03055,1
HG03057,0
HG03058,0
HG03060,1
HG03061,0
HG03063,1
HG03064,0
HG03066,0
HG03069,1
HG03072,0
HG03073,0
HG03074,0
HG03077,1
HG03078,0
HG03079,0
HG03081,1
HG03082,0
HG03084,0
HG03085,1
HG03086,1
HG03088,0
HG03091,1
HG03095,0
HG03096,0
HG03097,0
HG03099,0
HG03100,0
HG03103,0
HG03105,1
HG03108,1
HG03109,0
HG03111,1
HG03112,0
HG03114,1
HG03115,0
HG03117,0
HG03118,0
HG03120,1
HG03121,0
HG03123,0
HG03124,1
HG03126,0
HG03127,0
HG03129,1
HG03130,0
HG03132,1
HG03133,0
HG03135,1
HG03136,1
HG03139,1
HG03157,1
HG03159,1
HG03160,1
HG03162,1
HG03163,1
HG03166,1
HG03168,0
HG03169,0
HG03172,0
HG03175,0
HG03189,0
HG03190,0
HG03193,0
HG03195,1
HG03196,0
HG03198,1
HG03199,1
HG03202,0
HG03209,0
HG03212,0
HG03224,1
HG03225,0
HG03228,1
HG03229,1
HG03234,1
HG03235,0
HG03237,1
HG03238,0
HG03240,1
HG03241,1
HG03246,1
HG03247,1
HG03258,1
HG03259,1
HG03265,0
HG03267,1
HG03268,0
HG03270,1
HG03271,0
HG03279,1
HG03280,0
HG03291,1
HG03294,0
HG03295,0
HG03297,0
HG03298,0
HG03300,1
HG03301,1
HG03303,0
HG03304,0
HG03311,0
HG03313,1
HG03342,0
HG03343,0
HG03351,1
HG03352,1
HG03354,0
HG03363,1
HG03366,1
HG03367,1
HG03369,0
HG03370,1
HG03372,1
HG03376,1
HG03378,0
HG03380,0
HG03382,0
HG03385,0
HG03388,1
HG03391,1
HG03394,1
HG03397,0
HG03401,0
HG03410,1
HG03419,0
HG03428,0
HG03432,0
HG03433,1
HG03436,0
HG03437,1
HG03439,1
HG03442,1
HG03445,1
HG03446,0
HG03449,1
HG03451,0
HG03452,1
HG03455,1
HG03457,0
HG03458,0
HG03460,0
HG03461,1
HG03464,0
HG03469,0
HG03470,0
HG03472,1
HG03473,0
HG03476,0
HG03478,0
HG03479,1
HG03484,1
HG03485,0
HG03488,0
HG03490,0
HG03491,0
HG03499,1
HG03511,1
HG03514,0
HG03515,0
HG03517,1
HG03518,0
HG03520,0
HG03521,1
HG03538,0
HG03539,0
HG03547,0
HG03548,0
HG03556,0
HG03557,1
HG03558,0
HG03559,1
HG03563,0
HG03565,0
HG03567,0
HG03571,1
HG03572,1
HG03575,0
HG03577,1
HG03578,0
HG03583,1
HG03585,0
HG03589,1
HG03593,1
HG03594,0
HG03595,1
HG03598,0
HG03600,0
HG03603,0
HG03604,1
HG03607,1
HG03611,0
HG03615,1
HG03616,0
HG03619,0
HG03624,1
HG03625,0
HG03629,0
HG03631,1
HG03634,0
HG03636,1
HG03640,1
HG03642,1
HG03643,0
HG03644,0
HG03645,1
HG03646,0
HG03649,1
HG03652,1
HG03653,0
HG03660,1
HG03663,0
HG03667,1
HG03668,0
HG03672,0
HG03673,1
HG03679,0
HG03680,0
HG03681,1
HG03684,1
HG03685,0
HG03686,1
HG03687,0
HG03689,1
HG03690,0
HG03691,1
HG03692,0
HG03693,1
HG03694,1
HG03695,0
HG03696,1
HG03697,0
HG03698,1
HG03702,0
HG03703,0
HG03705,0
HG03706,0
HG03708,1
HG03709,0
HG03711,1
HG03713,0
HG03714,1
HG03716,1
HG03717,0
HG03718,0
HG03720,1
HG03722,0
HG03727,1
HG03729,0
HG03730,1
HG03731,0
HG03733,1
HG03736,1
HG03738,0
HG03740,1
HG03741,1
HG03742,1
HG03743,0
HG03744,0
HG03745,1
HG03746,1
HG03750,1
HG03752,0
HG03753,1
HG03754,0
HG03755,1
HG03756,0
HG03757,1
HG03760,0
HG03762,1
HG03765,1
HG03767,0
HG03770,0
HG03771,1
HG03772,0
HG03773,0
HG03774,0
HG03775,0
HG03777,1
HG03778,0
HG03779,1
HG03780,1
HG03781,0
HG03782,1
HG03784,0
HG03785,0
HG03786,1
HG03787,0
HG03788,1
HG03789,0
HG03790,0
HG03792,1
HG03793,1
HG03796,0
HG03800,0
HG03802,0
HG03803,0
HG03805,0
HG03808,0
HG03809,1
HG03812,0
HG03814,1
HG03815,0
HG03817,1
HG03821,0
HG03823,1
HG03824,0
HG03826,0
HG03829,0
HG03830,0
HG03832,1
HG03833,0
HG03836,1
HG03837,0
HG03838,1
HG03844,0
HG03846,1
HG03848,0
HG03849,0
HG03850,0
HG03851,0
HG03854,0
HG03856,0
HG03857,1
HG03858,0
HG03861,0
HG03862,1
HG03863,0
HG03864,1
HG03866,0
HG03867,0
HG03868,1
HG03869,0
HG03870,1
HG03871,0
HG03872,1
HG03873,0
HG03874,0
HG03875,0
HG03882,0
HG03884,0
HG03885,1
HG03886,1
HG03887,1
HG03888,0
HG03890,0
HG03894,0
HG03895,1
HG03896,1
HG03897,1
HG03898,0
HG03899,1
HG03900,1
HG03902,0
HG03905,0
HG03907,0
HG03908,0
HG03910,1
HG03911,0
HG03913,1
HG03914,1
HG03916,1
HG03917,1
HG03919,1
HG03920,0
HG03922,1
HG03925,0
HG03926,1
HG03928,1
HG03931,0
HG03934,1
HG03937,0
HG03940,0
HG03941,1
HG03943,1
HG03944,1
HG03945,0
HG03947,1
HG03949,1
HG03950,0
HG03951,0
HG03953,1
HG03955,0
HG03960,1
HG03963,0
HG03965,0
HG03967,0
HG03968,1
HG03969,0
HG03971,0
HG03973,0
HG03974,1
HG03976,1
HG03977,0
HG03978,0
HG03985,1
HG03986,1
HG03989,1
HG03990,1
HG03991,0
HG03995,0
HG03998,0
HG03999,0
HG04001,1
HG04002,1
HG04003,0
HG04006,1
HG04014,1
HG04015,0
HG04017,1
HG04018,1
HG04019,0
HG04020,0
HG04022,1
HG04023,0
HG04025,0
HG04026,0
HG04029,1
HG04033,0
HG04035,0
HG04038,0
HG04039,1
HG04042,0
HG04047,0
HG04054,1
HG04056,1
HG04059,1
HG04060,1
HG04061,0
HG04062,1
HG04063,1
HG04070,0
HG04075,0
HG04076,1
HG04080,0
HG04090,1
HG04093,1
HG04094,0
HG04096,1
HG04098,0
HG04099,0
HG04100,1
HG04106,0
HG04107,1
HG04118,1
HG04131,1
HG04134,0
HG04140,0
HG04141,0
HG04144,1
HG04146,0
HG04152,0
HG04153,0
HG04155,0
HG04156,1
HG04158,0
HG04159,1
HG04161,0
HG04162,0
HG04164,1
HG04171,1
HG04173,1
HG04176,0
HG04177,1
HG04180,0
HG04182,0
HG04183,0
HG04185,1
HG04186,1
HG04188,0
HG04189,1
HG04194,0
HG04195,1
HG04198,0
HG04200,0
HG04202,1
HG04206,1
HG04209,0
HG04210,1
HG04211,1
HG04212,1
HG04214,0
HG04216,0
HG04219,0
HG04222,0
HG04225,1
HG04227,0
HG04229,1
HG04235,0
HG04238,0
HG04239,1
NA06984,1
NA06985,1
NA06986,0
NA06989,1
NA06994,1
NA07000,0
NA07037,1
NA07048,0
NA07051,1
NA07056,1
NA07347,1
NA07357,0
NA10847,0
NA10851,0
NA11829,1
NA11830,1
NA11831,1
NA11832,1
NA11840,1
NA11843,1
NA11881,0
NA11892,0
NA11893,0
NA11894,1
NA11918,1
NA11919,0
NA11920,0
NA11930,0
NA11931,0
NA11932,1
NA11933,0
NA11992,1
NA11994,1
NA11995,1
NA12003,0
NA12004,0
NA12005,0
NA12006,1
NA12043,1
NA12044,1
NA12045,0
NA12046,0
NA12058,1
NA12144,0
NA12154,0
NA12155,0
NA12156,1
NA12234,0
NA12249,1
NA12272,1
NA12273,0
NA12275,0
NA12282,1
NA12283,1
NA12286,0
NA12287,1
NA12340,0
NA12341,1
NA12342,0
NA12347,1
NA12348,1
NA12383,1
NA12399,1
NA12400,0
NA12413,0
NA12414,1
NA12489,0
NA12546,0
NA12716,1
NA12717,1
NA12718,1
NA12748,0
NA12749,0
NA12750,1
NA12751,1
NA12760,1
NA12761,0
NA12762,1
NA12763,1
NA12775,1
NA12776,0
NA12777,1
NA12778,1
NA12812,0
NA12813,1
NA12814,0
NA12815,1
NA12827,0
NA12828,0
NA12829,0
NA12830,0
NA12842,0
NA12843,0
NA12872,0
NA12873,1
NA12874,1
NA12878,0
NA12889,1
NA12890,1
NA18486,0
NA18488,1
NA18489,0
NA18498,0
NA18499,0
NA18501,0
NA18502,1
NA18504,0
NA18505,1
NA18507,1
NA18508,0
NA18510,0
NA18511,0
NA18516,1
NA18517,1
NA18519,0
NA18520,1
NA18522,1
NA18523,0
NA18525,0
NA18526,1
NA18528,1
NA18530,0
NA18531,0
NA18532,0
NA18533,1
NA18534,0
NA18535,1
NA18536,0
NA18537,0
NA18538,0
NA18539,0
NA18541,0
NA18542,0
NA18543,0
NA18544,0
NA18545,0
NA18546,0
NA18547,0
NA18548,1
NA18549,0
NA18550,1
NA18552,0
NA18553,1
NA18555,1
NA18557,1
NA18558,0
NA18559,1
NA18560,1
NA18561,0
NA18562,0
NA18563,0
NA18564,1
NA18565,1
NA18566,1
NA18567,0
NA18570,1
NA18571,1
NA18572,0
NA18573,1
NA18574,0
NA18577,0
NA18579,0
NA18582,1
NA18591,0
NA18592,0
NA18593,0
NA18595,0
NA18596,1
NA18597,1
NA18599,1
NA18602,0
NA18603,0
NA18605,1
NA18606,1
NA18608,1
NA18609,1
NA18610,0
NA18611,1
NA18612,1
NA18613,1
NA18614,1
NA18615,1
NA18616,0
NA18617,1
NA18618,1
NA18619,1
NA18620,1
NA18621,0
NA18622,0
NA18623,0
NA18624,1
NA18625,0
NA18626,0
NA18627,1
NA18628,0
NA18629,0
NA18630,0
NA18631,1
NA18632,1
NA18633,1
NA18634,1
NA18635,1
NA18636,0
NA18637,0
NA18638,0
NA18639,0
NA18640,1
NA18641,1
NA18642,0
NA18643,1
NA18644,0
NA18645,0
NA18646,0
NA18647,0
NA18648,1
NA18740,0
NA18745,1
NA18747,1
NA18748,0
NA18749,1
NA18757,1
NA18853,1
NA18856,0
NA18858,0
NA18861,0
NA18864,0
NA18865,1
NA18867,0
NA18868,0
NA18870,1
NA18871,1
NA18873,0
NA18874,1
NA18876,0
NA18877,0
NA18878,0
NA18879,0
NA18881,0
NA18907,1
NA18908,0
NA18909,1
NA18910,0
NA18912,0
NA18915,0
NA18916,1
NA18917,0
NA18923,0
NA18924,0
NA18933,1
NA18934,1
NA18939,1
NA18940,0
NA18941,0
NA18942,1
NA18943,0
NA18944,0
NA18945,0
NA18946,1
NA18947,0
NA18948,1
NA18949,0
NA18950,1
NA18951,1
NA18952,1
NA18953,1
NA18954,1
NA18956,1
NA18957,0
NA18959,1
NA18960,1
NA18961,1
NA18962,1
NA18963,0
NA18964,1
NA18965,0
NA18966,0
NA18967,0
NA18968,0
NA18969,0
NA18970,0
NA18971,0
NA18972,1
NA18973,0
NA18974,0
NA18975,0
NA18976,0
NA18977,0
NA18978,0
NA18979,0
NA18980,1
NA18981,1
NA18982,0
NA18983,1
NA18984,1
NA18985,1
NA18986,1
NA18987,0
NA18988,1
NA18989,0
NA18990,0
NA18991,1
NA18992,1
NA18993,0
NA18994,0
NA18995,0
NA18997,0
NA18998,1
NA18999,1
NA19000,1
NA19001,1
NA19002,0
NA19003,1
NA19004,0
NA19005,0
NA19006,1
NA19007,1
NA19009,0
NA19010,0
NA19011,0
NA19012,1
NA19017,1
NA19019,0
NA19020,1
NA19023,1
NA19024,1
NA19025,0
NA19026,1
NA19027,1
NA19028,1
NA19030,0
NA19031,0
NA19035,0
NA19036,1
NA19037,1
NA19038,0
NA19041,0
NA19042,0
NA19043,0
NA19054,1
NA19055,1
NA19056,1
NA19057,1
